filename	time	train_acc	val_acc	sd_acc10	val_auc	sd_auc10	val_tn	val_fn	val_fp	val_tp	val_precision	sd_precision10	val_recall	sd_recall10	val_f1	sd_f1_10	val_mmc	sd_mcc_10	epst	train_acc_a	sd_acc	val_acc_a	sd_acc	train_auc_a	sd_auc	val_auc_a	sd_auc	va_mmc_a	sd_mmc
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_192909c1.0di-1ch3dfc0.0file_sum_ok.txt	73.5	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114656c1.0di-1ch3dfc0.0file_sum_ok.txt	70.5	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152950c1.0di-1ch3dfc0.0file_sum_ok.txt	71.1	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	72.4	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	69.2	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	71.9	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	70.4	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	69.0	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114538c1.0di-1ch3dfc0.0file_sum_ok.txt	73.0	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_None_covariance_typ_None/a1_estopc5_cn1d_o3adam_lr-1.0de0.0e500_20231219_182845c1.0di-1ch3_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	140.2	0.772	0.557	0.0	0.752	0.0	-1.0	-1.0	-1.0	-1.0	0.327	0.0	0.347	0.0	0.322	0.0	0.06	0.0	7.7	0.7717896461486816	0.04611774000417784	0.5574074059724807	0.06473161534621655	0.9323917530451897	0.015437621401801648	0.7519011925757958	0.03583726147380451	0.05958116297392098	0.15064606524138327
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_None_covariance_typ_None/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_162316c1.0di-1ch3dfc0.0file_sum_ok.txt	71.8	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_None_covariance_typ_None/a1_estopc5_rf_500_-2_o3adam_lr-1.0de0.0e500_20231219_182642c1.0di-1ch3file_sum_ok.txt	118.6	0.0	0.493	0.0	0.664	0.0	-1.0	-1.0	-1.0	-1.0	0.217	0.0	0.28	0.0	0.238	0.0	0.029	0.0	0.0	1.0	0.0	0.49298941798941803	0.049620102931497365	1.0	0.0	0.6637566137566137	0.03040990619304507	0.029195981001227934	0.0959217798300853
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_None_covariance_typ_None/a1_estopc5_svm_linear1.0_o3adam_lr-1.0de0.0e500_20231219_182437c1.0di-1ch3file_sum_ok.txt	118.1	0.0	0.492	0.0	0.527	0.0	-1.0	-1.0	-1.0	-1.0	0.337	0.0	0.347	0.0	0.339	0.0	0.048	0.0	0.0	0.9996	0.001200000000000001	0.4923280423280422	0.08570326207772617	0.9999890087166745	1.4775961154341372e-05	0.5272585828193199	0.061004389313256364	0.04836957708850777	0.1554049063159387
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_random_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_153104c1.0di-1ch3dfc0.0file_sum_ok.txt	70.6	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_random_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_115040c1.0di-1ch3dfc0.0file_sum_ok.txt	70.4	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_random_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114924c1.0di-1ch3dfc0.0file_sum_ok.txt	71.0	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_random_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_115153c1.0di-1ch3dfc0.0file_sum_ok.txt	70.8	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_random_from_data_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_115420c1.0di-1ch3dfc0.0file_sum_ok.txt	70.6	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_random_from_data_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_115534c1.0di-1ch3dfc0.0file_sum_ok.txt	71.0	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_random_from_data_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_115307c1.0di-1ch3dfc0.0file_sum_ok.txt	70.5	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_random_from_data_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_115647c1.0di-1ch3dfc0.0file_sum_ok.txt	70.3	0.69	0.59	0.0	0.769	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.057	0.0	17.8	0.6902709186077118	0.06492129096634043	0.589682549238205	0.042157384361445775	0.8798096102601546	0.031547504557171265	0.7686331219730691	0.029493492679177308	0.057265775920124204	0.15267373926093386
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	76.9	0.683	0.586	0.0	0.768	0.0	-1.0	-1.0	-1.0	-1.0	0.261	0.0	0.341	0.0	0.284	0.0	0.044	0.0	17.4	0.682672518491745	0.05952036561600587	0.5861111164093018	0.04497139954473683	0.8770463068713195	0.030572065130793927	0.7677944171495759	0.02941904332740581	0.04357101194317896	0.14999157237864563
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	86.2	0.682	0.586	0.0	0.768	0.0	-1.0	-1.0	-1.0	-1.0	0.263	0.0	0.341	0.0	0.285	0.0	0.044	0.0	17.2	0.6818645477294922	0.05609260338823828	0.5861111164093018	0.04497139954473683	0.8759977613561689	0.02907321252322908	0.7681626354245401	0.028906107625474766	0.04357101194317896	0.14999157237864563
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	87.8	0.681	0.583	0.0	0.767	0.0	-1.0	-1.0	-1.0	-1.0	0.268	0.0	0.341	0.0	0.286	0.0	0.037	0.0	17.0	0.6806645452976227	0.05501544411272228	0.5825396835803985	0.047350799707326	0.8740722408723671	0.02862496614933096	0.7670146762408667	0.028045419891907734	0.037231652114303675	0.1513807539797563
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	87.1	0.673	0.59	0.0	0.762	0.0	-1.0	-1.0	-1.0	-1.0	0.262	0.0	0.335	0.0	0.28	0.0	0.044	0.0	16.0	0.6730661392211914	0.051785399335141945	0.5898148238658905	0.04056103201262752	0.8694292603609467	0.028084505198256504	0.7623795351473924	0.030116990920988594	0.044120217308895794	0.1425486956093849
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	90.3	0.671	0.59	0.0	0.762	0.0	-1.0	-1.0	-1.0	-1.0	0.264	0.0	0.335	0.0	0.28	0.0	0.044	0.0	15.8	0.6710661351680756	0.049755318457035486	0.5898148238658905	0.04056103201262752	0.8680401518071141	0.027484904758308195	0.7618645194703395	0.030321128725615338	0.044120217308895794	0.1425486956093849
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	82.4	0.67	0.59	0.0	0.762	0.0	-1.0	-1.0	-1.0	-1.0	0.26	0.0	0.335	0.0	0.279	0.0	0.044	0.0	15.8	0.6702661335468292	0.04915137232887486	0.5898148238658905	0.04056103201262752	0.8674029351026175	0.027335763667960884	0.7616731929397274	0.030450781731866754	0.044120217308895794	0.1425486956093849
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	89.7	0.664	0.59	0.0	0.762	0.0	-1.0	-1.0	-1.0	-1.0	0.263	0.0	0.337	0.0	0.28	0.0	0.044	0.0	15.4	0.663867735862732	0.04799874706256525	0.5898148238658905	0.04056103201262752	0.8653421430516977	0.026797770209437858	0.7619234833851236	0.02974363738375965	0.044120217308895794	0.1425486956093849
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	89.5	0.665	0.59	0.0	0.761	0.0	-1.0	-1.0	-1.0	-1.0	0.264	0.0	0.339	0.0	0.281	0.0	0.044	0.0	15.4	0.6650661349296569	0.049392156804491154	0.5898148238658905	0.04056103201262752	0.8648477828097967	0.02661114888814006	0.7610895901570505	0.029569322453309958	0.044120217308895794	0.1425486956093849
results/Chatelier_gut_obesity_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194219c1.0di-1ch3dfc0.0file_sum_ok.txt	85.7	0.663	0.59	0.0	0.761	0.0	-1.0	-1.0	-1.0	-1.0	0.264	0.0	0.339	0.0	0.281	0.0	0.044	0.0	15.1	0.6630661368370057	0.048890181869549534	0.5898148238658905	0.04056103201262752	0.8631917144172313	0.026854800975379282	0.7612761050922427	0.029146094579778715	0.044120217308895794	0.1425486956093849
